eggnog_id	taxid	number
ENOG4105CEY	1162	0.002569373072970195272353545735
ENOG4105CEY	34064	0.003425830763960260363138060980
ENOG4105CEY	563843	0.0006851661527920520726276121960
ENOG4105CEY	1191479	0.0001712915381980130181569030490
ENOG4105CEY	186818	0.003597122302158273381294964029
ENOG4105CEY	171552	0.003425830763960260363138060980
ENOG4105CEY	171551	0.001541623843782117163412127441
ENOG4105CEY	335928	0.003254539225762247344981157931
ENOG4105CEY	335929	0.004110996916752312435765673176
ENOG4105CEY	388449	0.001884206920178143199725933539
ENOG4105CEY	267894	0.0005138746145940390544707091470
ENOG4105CEY	68298	0.002226789996574169236039739637
ENOG4105CEY	191394	0.001712915381980130181569030490
ENOG4105CEY	267890	0.01062007536827680712572798904
ENOG4105CEY	267892	0.0006851661527920520726276121960
ENOG4105CEY	267893	0.0008564576909900650907845152449
ENOG4105CEY	203492	0.003768413840356286399451867078
ENOG4105CEY	206379	0.001712915381980130181569030490
ENOG4105CEY	119060	0.04573484069886947584789311408
ENOG4105CEY	213121	0.001027749229188078108941418294
ENOG4105CEY	49	0.0008564576909900650907845152449
ENOG4105CEY	809	0.0008564576909900650907845152449
ENOG4105CEY	1501348	0.0001712915381980130181569030490
ENOG4105CEY	189770	0.0001712915381980130181569030490
ENOG4105CEY	415002	0.0006851661527920520726276121960
ENOG4105CEY	203557	0.0005138746145940390544707091470
ENOG4105CEY	649777	0.002740664611168208290510448784
ENOG4105CEY	563835	0.0006851661527920520726276121960
ENOG4105CEY	775	0.001027749229188078108941418294
ENOG4105CEY	186807	0.007194244604316546762589928058
ENOG4105CEY	186806	0.001712915381980130181569030490
ENOG4105CEY	186804	0.0006851661527920520726276121960
ENOG4105CEY	145360	0.0001712915381980130181569030490
ENOG4105CEY	64898	0.001199040767386091127098321343
ENOG4105CEY	267888	0.002569373072970195272353545735
ENOG4105CEY	76892	0.007365536142514559780746831107
ENOG4105CEY	191412	0.003254539225762247344981157931
ENOG4105CEY	481	0.003597122302158273381294964029
ENOG4105CEY	45401	0.002055498458376156217882836588
ENOG4105CEY	1046	0.002226789996574169236039739637
ENOG4105CEY	909930	0.0008564576909900650907845152449
ENOG4105CEY	194924	0.005481329222336416581020897568
ENOG4105CEY	200667	0.0003425830763960260363138060980
ENOG4105CEY	213468	0.001027749229188078108941418294
ENOG4105CEY	2004	0.002569373072970195272353545735
ENOG4105CEY	1762	0.02552243919150393970537855430
ENOG4105CEY	543371	0.001541623843782117163412127441
ENOG4105CEY	213465	0.001027749229188078108941418294
ENOG4107WBH	82115	0.2
ENOG4107WBH	31989	0.2
ENOG4107WBH	255475	0.2
ENOG4106Q5Z	206379	0.05405405405405405405405405405
ENOG4106Q5Z	39	0.02702702702702702702702702703
ENOG4106Q5Z	80864	0.1351351351351351351351351351
ENOG4106Q5Z	1046	0.05405405405405405405405405405
ENOG4106Q5Z	194924	0.08108108108108108108108108108
ENOG4106Q5Z	566277	0.02702702702702702702702702703
ENOG4106Q5Z	31	0.05405405405405405405405405405
ENOG4106Q5Z	90627	0.02702702702702702702702702703
ENOG4106Q5Z	135621	0.08108108108108108108108108108
ENOG4106Q5Z	134623	0.02702702702702702702702702703
ENOG4106Q5Z	415002	0.02702702702702702702702702703
ENOG4106Q5Z	1524215	0.05405405405405405405405405405
ENOG4106Q5Z	137	0.05405405405405405405405405405
ENOG4106Q5Z	75787	0.05405405405405405405405405405
ENOG4106Q5Z	213116	0.02702702702702702702702702703
ENOG4106Q5Z	213465	0.02702702702702702702702702703
ENOG4106GKD	186803	0.1618257261410788381742738589
ENOG4106GKD	31979	0.03734439834024896265560165975
ENOG4106GKD	186817	0.03319502074688796680497925311
ENOG4106GKD	1300	0.02074688796680497925311203320
ENOG4106GKD	186806	0.04149377593360995850622406639
ENOG4106GKD	541000	0.04564315352697095435684647303
ENOG4106GKD	186804	0.01244813278008298755186721992
ENOG4106GKD	128827	0.1078838174273858921161825726
ENOG4106GKD	216572	0.004149377593360995850622406639
ENOG4106GKD	84107	0.01244813278008298755186721992
ENOG4106GKD	81850	0.004149377593360995850622406639
ENOG4106GKD	81852	0.01659751037344398340248962656
ENOG4106GKD	31953	0.004149377593360995850622406639
ENOG4106GKD	1570339	0.08298755186721991701244813278
ENOG4106GKD	186820	0.05809128630705394190871369295
ENOG4106GKD	2062	0.004149377593360995850622406639
ENOG4106GKD	186822	0.01244813278008298755186721992
ENOG4106GKD	33958	0.03319502074688796680497925311
ENOG4105DRV	183710	0.04878048780487804878048780488
ENOG4105DRV	85020	0.02439024390243902439024390244
ENOG4105DRV	1268	0.1463414634146341463414634146
ENOG4105DRV	85021	0.04878048780487804878048780488
ENOG4105DRV	171552	0.02439024390243902439024390244
ENOG4105DRV	31957	0.02439024390243902439024390244
ENOG4105DRV	186817	0.02439024390243902439024390244
ENOG4105DRV	145357	0.02439024390243902439024390244
ENOG4105DRV	1762	0.02439024390243902439024390244
ENOG4105DRV	1653	0.3658536585365853658536585366
ENOG4105DRV	85015	0.07317073170731707317073170732
ENOG4107UF6	186803	0.1176470588235294117647058824
ENOG4107UF6	1300	0.05882352941176470588235294118
ENOG4107UF6	541000	0.1176470588235294117647058824
ENOG4107UF6	1129771	0.1176470588235294117647058824
ENOG4107UF6	84566	0.05882352941176470588235294118
ENOG4107UF6	49546	0.05882352941176470588235294118
ENOG4107UF6	2062	0.05882352941176470588235294118
ENOG4107UF6	815	0.05882352941176470588235294118
ENOG4107UF6	246874	0.05882352941176470588235294118
ENOG4108IMY	183710	0.008048289738430583501006036217
ENOG4108IMY	186814	0.01006036217303822937625754527
ENOG4108IMY	186817	0.05030181086519114688128772636
ENOG4108IMY	1300	0.1549295774647887323943661972
ENOG4108IMY	72276	0.002012072434607645875251509054
ENOG4108IMY	75682	0.002012072434607645875251509054
ENOG4108IMY	135621	0.01207243460764587525150905433
ENOG4108IMY	31989	0.006036217303822937625754527163
ENOG4108IMY	80864	0.008048289738430583501006036217
ENOG4108IMY	82115	0.002012072434607645875251509054
ENOG4108IMY	32033	0.006036217303822937625754527163
ENOG4108IMY	539000	0.002012072434607645875251509054
ENOG4108IMY	90964	0.01207243460764587525150905433
ENOG4108IMY	267890	0.002012072434607645875251509054
ENOG4108IMY	33958	0.04828973843058350100603621730
ENOG4108IMY	203492	0.01006036217303822937625754527
ENOG4108IMY	119060	0.02414486921529175050301810865
ENOG4108IMY	128827	0.01408450704225352112676056338
ENOG4108IMY	186804	0.01006036217303822937625754527
ENOG4108IMY	543	0.02816901408450704225352112676
ENOG4108IMY	188786	0.002012072434607645875251509054
ENOG4108IMY	1570339	0.01207243460764587525150905433
ENOG4108IMY	506	0.002012072434607645875251509054
ENOG4108IMY	1653	0.01006036217303822937625754527
ENOG4108IMY	216572	0.002012072434607645875251509054
ENOG4108IMY	186803	0.04225352112676056338028169014
ENOG4108IMY	186807	0.01207243460764587525150905433
ENOG4108IMY	186806	0.008048289738430583501006036217
ENOG4108IMY	541000	0.02414486921529175050301810865
ENOG4108IMY	772	0.01408450704225352112676056338
ENOG4108IMY	712	0.008048289738430583501006036217
ENOG4108IMY	31957	0.002012072434607645875251509054
ENOG4108IMY	186828	0.004024144869215291750503018109
ENOG4108IMY	188709	0.004024144869215291750503018109
ENOG4108IMY	31953	0.002012072434607645875251509054
ENOG4108IMY	186820	0.02012072434607645875251509054
ENOG4108IMY	186822	0.02012072434607645875251509054
ENOG4108IMY	481	0.02012072434607645875251509054
ENOG4108IMY	31979	0.06237424547283702213279678068
ENOG4108IMY	85026	0.004024144869215291750503018109
ENOG4108IMY	84107	0.004024144869215291750503018109
ENOG4108IMY	641	0.008048289738430583501006036217
ENOG4108IMY	81850	0.01006036217303822937625754527
ENOG4108IMY	81852	0.01207243460764587525150905433
ENOG4108IMY	213422	0.002012072434607645875251509054
ENOG4108IMY	1762	0.002012072434607645875251509054
ENOG4108IMY	137	0.004024144869215291750503018109
ENOG4108IMY	2062	0.004024144869215291750503018109
ENOG4108IMY	119045	0.008048289738430583501006036217
ENOG4108IMY	543371	0.01408450704225352112676056338
ENOG4105CYX	183710	0.004803073967339097022094140250
ENOG4105CYX	1268	0.01152737752161383285302593660
ENOG4105CYX	1300	0.0009606147934678194044188280500
ENOG4105CYX	84997	0.001921229586935638808837656100
ENOG4105CYX	89373	0.009606147934678194044188280500
ENOG4105CYX	82115	0.02977905859750240153698366955
ENOG4105CYX	32033	0.01152737752161383285302593660
ENOG4105CYX	28056	0.008645533141210374639769452450
ENOG4105CYX	119045	0.01633045148895292987512007685
ENOG4105CYX	332161	0.002881844380403458213256484150
ENOG4105CYX	186824	0.0009606147934678194044188280500
ENOG4105CYX	134623	0.001921229586935638808837656100
ENOG4105CYX	69657	0.002881844380403458213256484150
ENOG4105CYX	1508635	0.003842459173871277617675312200
ENOG4105CYX	2012	0.0009606147934678194044188280500
ENOG4105CYX	85015	0.006724303554274735830931796350
ENOG4105CYX	85017	0.001921229586935638808837656100
ENOG4105CYX	85016	0.005763688760806916426512968300
ENOG4105CYX	74712	0.008645533141210374639769452450
ENOG4105CYX	1524215	0.003842459173871277617675312200
ENOG4105CYX	126	0.01344860710854947166186359270
ENOG4105CYX	204434	0.002881844380403458213256484150
ENOG4105CYX	75787	0.002881844380403458213256484150
ENOG4105CYX	2062	0.01633045148895292987512007685
ENOG4105CYX	72275	0.008645533141210374639769452450
ENOG4105CYX	75682	0.008645533141210374639769452450
ENOG4105CYX	135621	0.03554274735830931796349663785
ENOG4105CYX	414877	0.0009606147934678194044188280500
ENOG4105CYX	32011	0.003842459173871277617675312200
ENOG4105CYX	33958	0.003842459173871277617675312200
ENOG4105CYX	85030	0.001921229586935638808837656100
ENOG4105CYX	145357	0.001921229586935638808837656100
ENOG4105CYX	1653	0.002881844380403458213256484150
ENOG4105CYX	2070	0.007684918347742555235350624400
ENOG4105CYX	246874	0.0009606147934678194044188280500
ENOG4105CYX	563798	0.0009606147934678194044188280500
ENOG4105CYX	135616	0.0009606147934678194044188280500
ENOG4105CYX	85020	0.001921229586935638808837656100
ENOG4105CYX	85021	0.001921229586935638808837656100
ENOG4105CYX	85022	0.0009606147934678194044188280500
ENOG4105CYX	85023	0.003842459173871277617675312200
ENOG4105CYX	85025	0.007684918347742555235350624400
ENOG4105CYX	85026	0.001921229586935638808837656100
ENOG4105CYX	69277	0.01152737752161383285302593660
ENOG4105CYX	31	0.001921229586935638808837656100
ENOG4105CYX	388449	0.0009606147934678194044188280500
ENOG4105CYX	641	0.008645533141210374639769452450
ENOG4105CYX	213422	0.002881844380403458213256484150
ENOG4105CYX	213119	0.0009606147934678194044188280500
ENOG4105CYX	433	0.005763688760806916426512968300
ENOG4105CYX	80864	0.02881844380403458213256484150
ENOG4105CYX	119043	0.0009606147934678194044188280500
ENOG4105CYX	135620	0.003842459173871277617675312200
ENOG4105CYX	90964	0.01729106628242074927953890490
ENOG4105CYX	28256	0.005763688760806916426512968300
ENOG4105CYX	543	0.05667627281460134486071085495
ENOG4105CYX	320583	0.0009606147934678194044188280500
ENOG4105CYX	83778	0.003842459173871277617675312200
ENOG4105CYX	224464	0.0009606147934678194044188280500
ENOG4105CYX	83676	0.001921229586935638808837656100
ENOG4105CYX	255475	0.001921229586935638808837656100
ENOG4105CYX	506	0.01344860710854947166186359270
ENOG4105CYX	41297	0.01344860710854947166186359270
ENOG4105CYX	31979	0.01921229586935638808837656100
ENOG4105CYX	41295	0.001921229586935638808837656100
ENOG4105CYX	41294	0.03073967339097022094140249760
ENOG4105CYX	468	0.002881844380403458213256484150
ENOG4105CYX	541000	0.0009606147934678194044188280500
ENOG4105CYX	263369	0.0009606147934678194044188280500
ENOG4105CYX	84566	0.007684918347742555235350624400
ENOG4105CYX	1499392	0.001921229586935638808837656100
ENOG4105CYX	39	0.0009606147934678194044188280500
ENOG4105CYX	31989	0.03458213256484149855907780980
ENOG4105CYX	31957	0.001921229586935638808837656100
ENOG4105CYX	186828	0.001921229586935638808837656100
ENOG4105CYX	332247	0.001921229586935638808837656100
ENOG4105CYX	186820	0.006724303554274735830931796350
ENOG4105CYX	186823	0.001921229586935638808837656100
ENOG4105CYX	186822	0.01056676272814601344860710855
ENOG4105CYX	49546	0.009606147934678194044188280500
ENOG4105CYX	186827	0.0009606147934678194044188280500
ENOG4105CYX	224379	0.0009606147934678194044188280500
ENOG4105CYX	118882	0.001921229586935638808837656100
ENOG4105CYX	84107	0.0009606147934678194044188280500
ENOG4105CYX	81850	0.005763688760806916426512968300
ENOG4105CYX	81852	0.004803073967339097022094140250
ENOG4105CYX	145360	0.001921229586935638808837656100
ENOG4105CYX	84642	0.0009606147934678194044188280500
ENOG4105CYX	186817	0.02401536983669548511047070125
ENOG4105CYX	1162	0.002881844380403458213256484150
ENOG4105CYX	34064	0.005763688760806916426512968300
ENOG4105CYX	186818	0.002881844380403458213256484150
ENOG4105CYX	335928	0.005763688760806916426512968300
ENOG4105CYX	335929	0.001921229586935638808837656100
ENOG4105CYX	31977	0.0009606147934678194044188280500
ENOG4105CYX	125316	0.001921229586935638808837656100
ENOG4105CYX	267890	0.003842459173871277617675312200
ENOG4105CYX	206379	0.001921229586935638808837656100
ENOG4105CYX	119060	0.06532180595581171950048030740
ENOG4105CYX	49	0.002881844380403458213256484150
ENOG4105CYX	128827	0.0009606147934678194044188280500
ENOG4105CYX	203557	0.0009606147934678194044188280500
ENOG4105CYX	563835	0.002881844380403458213256484150
ENOG4105CYX	186803	0.002881844380403458213256484150
ENOG4105CYX	186807	0.002881844380403458213256484150
ENOG4105CYX	186806	0.001921229586935638808837656100
ENOG4105CYX	267888	0.003842459173871277617675312200
ENOG4105CYX	76892	0.01344860710854947166186359270
ENOG4105CYX	45401	0.004803073967339097022094140250
ENOG4105CYX	1046	0.002881844380403458213256484150
ENOG4105CYX	45404	0.001921229586935638808837656100
ENOG4105CYX	194924	0.001921229586935638808837656100
ENOG4105CYX	2004	0.0009606147934678194044188280500
ENOG4105CYX	1762	0.005763688760806916426512968300
ENOG4105RZ8	28056	0.25
ENOG4105RZ8	316606	0.125
ENOG4105RZ8	85026	0.25
ENOG4105RZ8	2004	0.125
ENOG41064FP	186803	0.8333333333333333333333333333
ENOG41067YX	31984	0.05555555555555555555555555556
ENOG41067YX	186803	0.4444444444444444444444444444
ENOG41067YX	186806	0.05555555555555555555555555556
ENOG41067YX	541000	0.1666666666666666666666666667
ENOG41067YX	128827	0.1111111111111111111111111111
ENOG41067YX	2062	0.1666666666666666666666666667
ENOG4105CDF	183710	0.002508780732563973908680381335
ENOG4105CDF	1268	0.007526342197691921726041144004
ENOG4105CDF	1300	0.05318615153035624686402408430
ENOG4105CDF	292628	0.0005017561465127947817360762669
ENOG4105CDF	84997	0.0005017561465127947817360762669
ENOG4105CDF	117942	0.0005017561465127947817360762669
ENOG4105CDF	84994	0.0005017561465127947817360762669
ENOG4105CDF	89373	0.002508780732563973908680381335
ENOG4105CDF	82115	0.007526342197691921726041144004
ENOG4105CDF	32033	0.003010536879076768690416457602
ENOG4105CDF	539000	0.001505268439538384345208228801
ENOG4105CDF	558314	0.001003512293025589563472152534
ENOG4105CDF	219687	0.0005017561465127947817360762669
ENOG4105CDF	316606	0.001003512293025589563472152534
ENOG4105CDF	28056	0.006021073758153537380832915203
ENOG4105CDF	119045	0.003010536879076768690416457602
ENOG4105CDF	119043	0.0005017561465127947817360762669
ENOG4105CDF	186824	0.001505268439538384345208228801
ENOG4105CDF	85019	0.001003512293025589563472152534
ENOG4105CDF	543	0.02659307576517812343201204215
ENOG4105CDF	69657	0.002007024586051179126944305068
ENOG4105CDF	403	0.001505268439538384345208228801
ENOG4105CDF	1508635	0.001003512293025589563472152534
ENOG4105CDF	92712	0.0005017561465127947817360762669
ENOG4105CDF	92713	0.001003512293025589563472152534
ENOG4105CDF	186818	0.002007024586051179126944305068
ENOG4105CDF	85015	0.002508780732563973908680381335
ENOG4105CDF	815	0.009533366783743100852985449072
ENOG4105CDF	85017	0.001003512293025589563472152534
ENOG4105CDF	85016	0.001505268439538384345208228801
ENOG4105CDF	74712	0.004515805318615153035624686402
ENOG4105CDF	189779	0.001003512293025589563472152534
ENOG4105CDF	1524215	0.001003512293025589563472152534
ENOG4105CDF	717964	0.0005017561465127947817360762669
ENOG4105CDF	189773	0.0005017561465127947817360762669
ENOG4105CDF	712	0.006522829904666332162568991470
ENOG4105CDF	189777	0.0005017561465127947817360762669
ENOG4105CDF	126	0.001505268439538384345208228801
ENOG4105CDF	453228	0.0005017561465127947817360762669
ENOG4105CDF	89374	0.0005017561465127947817360762669
ENOG4105CDF	145357	0.001003512293025589563472152534
ENOG4105CDF	118968	0.001003512293025589563472152534
ENOG4105CDF	2012	0.0005017561465127947817360762669
ENOG4105CDF	1129771	0.002508780732563973908680381335
ENOG4105CDF	204434	0.002007024586051179126944305068
ENOG4105CDF	204431	0.0005017561465127947817360762669
ENOG4105CDF	75787	0.003010536879076768690416457602
ENOG4105CDF	85002	0.0005017561465127947817360762669
ENOG4105CDF	137	0.01003512293025589563472152534
ENOG4105CDF	2062	0.01705970898143502257902659308
ENOG4105CDF	104174	0.0005017561465127947817360762669
ENOG4105CDF	224027	0.001505268439538384345208228801
ENOG4105CDF	31984	0.001505268439538384345208228801
ENOG4105CDF	775	0.003512293025589563472152533869
ENOG4105CDF	72276	0.003010536879076768690416457602
ENOG4105CDF	72275	0.004515805318615153035624686402
ENOG4105CDF	75682	0.003010536879076768690416457602
ENOG4105CDF	135621	0.009533366783743100852985449072
ENOG4105CDF	135620	0.002007024586051179126944305068
ENOG4105CDF	255526	0.0005017561465127947817360762669
ENOG4105CDF	32011	0.002007024586051179126944305068
ENOG4105CDF	414877	0.001003512293025589563472152534
ENOG4105CDF	33958	0.01555444054189663823381836427
ENOG4105CDF	85034	0.001003512293025589563472152534
ENOG4105CDF	85032	0.001003512293025589563472152534
ENOG4105CDF	85031	0.0005017561465127947817360762669
ENOG4105CDF	90627	0.001003512293025589563472152534
ENOG4105CDF	186804	0.003010536879076768690416457602
ENOG4105CDF	543349	0.001505268439538384345208228801
ENOG4105CDF	995019	0.0005017561465127947817360762669
ENOG4105CDF	1570339	0.007526342197691921726041144004
ENOG4105CDF	1653	0.007526342197691921726041144004
ENOG4105CDF	2070	0.003512293025589563472152533869
ENOG4105CDF	85028	0.0005017561465127947817360762669
ENOG4105CDF	246874	0.001003512293025589563472152534
ENOG4105CDF	563798	0.001003512293025589563472152534
ENOG4105CDF	135616	0.001505268439538384345208228801
ENOG4105CDF	444	0.002007024586051179126944305068
ENOG4105CDF	188709	0.005017561465127947817360762669
ENOG4105CDF	53434	0.001003512293025589563472152534
ENOG4105CDF	85020	0.001003512293025589563472152534
ENOG4105CDF	85021	0.001505268439538384345208228801
ENOG4105CDF	39	0.0005017561465127947817360762669
ENOG4105CDF	85023	0.001505268439538384345208228801
ENOG4105CDF	85025	0.002007024586051179126944305068
ENOG4105CDF	85026	0.002007024586051179126944305068
ENOG4105CDF	69277	0.002508780732563973908680381335
ENOG4105CDF	566277	0.0005017561465127947817360762669
ENOG4105CDF	31	0.001003512293025589563472152534
ENOG4105CDF	227387	0.001003512293025589563472152534
ENOG4105CDF	31977	0.01053687907676869041645760161
ENOG4105CDF	2049	0.005519317611640742599096838936
ENOG4105CDF	641	0.01003512293025589563472152534
ENOG4105CDF	213422	0.003512293025589563472152533869
ENOG4105CDF	213119	0.001505268439538384345208228801
ENOG4105CDF	213116	0.0005017561465127947817360762669
ENOG4105CDF	213117	0.001003512293025589563472152534
ENOG4105CDF	83763	0.0005017561465127947817360762669
ENOG4105CDF	433	0.002508780732563973908680381335
ENOG4105CDF	80864	0.01003512293025589563472152534
ENOG4105CDF	84642	0.002508780732563973908680381335
ENOG4105CDF	332161	0.0005017561465127947817360762669
ENOG4105CDF	188711	0.001003512293025589563472152534
ENOG4105CDF	90964	0.009533366783743100852985449072
ENOG4105CDF	28256	0.001505268439538384345208228801
ENOG4105CDF	972	0.001505268439538384345208228801
ENOG4105CDF	134623	0.0005017561465127947817360762669
ENOG4105CDF	320583	0.0005017561465127947817360762669
ENOG4105CDF	225058	0.001505268439538384345208228801
ENOG4105CDF	83778	0.0005017561465127947817360762669
